1.18547E+17,SBI-Lucknow-Varanasi-Ramkatora,Lobby,IVIS10166C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Helmet,ATM Transaction,0d 0h 1m 33s
1.18547E+17,JFS-MH-Aurangabad-Barshi,Bank Teller,IVIS8297C1,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 43s
1.18547E+17,TSI-AB Ramanthpur Srinivasapuram Hyderabad,,IVIS2706C1,TSI-AB,5/12/2019 10:36,Team Member,Vibration_ATM2,False Activity,0d 0h 0m 23s
1.18547E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:36,Team Member,Video Loss,Guard/Staff On Site,0d 0h 0m 19s
1.18547E+17,TSI-AB-Hyderabad-Rallaguda Rd Shamshabad,Lobby Camera 1,IVIS3190C1,TSI-AB,5/12/2019 10:36,Team Member,Plastic_ATM1_Door,ATM Transaction,0d 0h 0m 13s
1.18547E+17,SBI-Lucknow-Varanasi-Lanka,Lobby,IVIS10173C3,SBI-Lucknow,5/12/2019 10:36,Team Member,Helmet,ATM Transaction,0d 0h 1m 27s
1.18547E+17,IDFC-BB-KTK-Hosur Badami,Strong Room,IVIS5178C3,IDFC,5/12/2019 10:36,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 0m 36s
1.18547E+17,JSFB-PB-Bathinda-Rampura Phul,Entrance & Lobby,IVIS10703C1,JFS,5/12/2019 10:36,Manual Wall,Camera Event,Staff on site,0d 0h 0m 46s
1.18547E+17,BOB-Delhi-Dwarka Sector 5 CGHS Offsite,Lobby,IVIS6969C1,BOB,5/12/2019 10:36,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 39s
1.18547E+17,JFS-PB-Punjab-Bathinda,GL Desk,IVIS8836C4,JFS,5/12/2019 10:36,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 38s
1.18547E+17,SBI-Bhopal-Damoh-Govt Hospital,Lobby Camera 1,IVIS3924C1,SBI-Bhopal,5/12/2019 10:36,Team Member,Vibration_ATM1,Guard Sleeping,0d 0h 0m 27s
1.18547E+17,JFS-PB-Punjab-Bathinda,Entrance & Lobby,IVIS8836C2,JFS,5/12/2019 10:36,Manual Wall,Camera Event,Staff on site,0d 0h 0m 42s
1.18547E+17,SBI-Lucknow-Kanpur-Naubasta Vasant Vihar,Lobby,IVIS10142C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Loitering,ATM Transaction,0d 0h 1m 32s
1.18547E+17,JFS-MH-Pune-Nigadi,Entrance & Lobby,IVIS8272C2,JFS,5/12/2019 10:36,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 28s
1.18547E+17,SBI-Amaravati-Ongole-Court Circle,Lobby Camera 2,IVIS1575C2,SBI-Amaravati,5/12/2019 10:36,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 21s
1.18547E+17,JFS-MH-Solapur-Asra Chowk,Lobby,IVIS5600C5,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18547E+17,JFS-CG-Raigarh-Dhimrapur Road,Entrance,IVIS5545C5,JFS,5/12/2019 10:36,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 18s
1.18547E+17,JFS-MP-Bhopal-Pipariya,ATM Lobby,IVIS5528C8,JFS,5/12/2019 10:36,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 16s
1.18547E+17,TSI-AB-Hyderabad-Balanagar X Roads,Lobby Camera 1,IVIS2624C1,TSI-AB,5/12/2019 10:36,Team Member,Metal_UPS,False Activity,0d 0h 0m 40s
1.18547E+17,IDFC-BP-TS-Hyd-Gachibowli,Teller-2,IVIS8342C5,IDFC,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18547E+17,CBI-MP-Chhindwara-Betul-Chincholi Onsite,Lobby Camera ,IVIS5719C1,CBI,5/12/2019 10:36,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 34s
1.18547E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:36,Team Member,Video Loss,False Activity,0d 0h 0m 18s
1.18547E+17,SBI-Lucknow-Kanpur-10 No Canteen,Lobby,IVIS10118C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 54s
1.18547E+17,SBI-Amaravati-Kodumuru-Main Road,Lobby Camera 1,IVIS4801C1,SBI-Amaravati,5/12/2019 10:36,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 28s
1.18547E+17,SBI-Mumbai-Gram Panchayat Market Naigaon Fish market,Lobby Camera 1,IVIS2744C1,SBI-MUMBAI,5/12/2019 10:36,Team Member,GUARD_TOUR,False Activity,0d 0h 0m 27s
1.18547E+17,SBI-Lucknow-Somiyanagar,Lobby Camera 2,IVIS3187C2,SBI-Lucknow,5/12/2019 10:36,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 22s
1.18547E+17,JFS-WB-Kolkata-Thakurpukur,Entrance,IVIS5607C5,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18547E+17,Central Bank ZO Bhopal-POC,Cam14,IVISC001C7,CBI-POC,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18547E+17,SBI-Lucknow-Ganesh Gunj,Lobby Camera 1,IVIS3185C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Metal_Backdoor,ATM Transaction,0d 0h 0m 54s
1.18547E+17,SBI-Bhopal-Senior Citizen Forum,Lobby Camera 2,IVIS3391C2,SBI-Bhopal,5/12/2019 10:36,Team Member,GUARD_TOUR,False Activity,0d 0h 0m 24s
1.18547E+17,SBI-Lucknow-Balaganj Chauraha,Lobby,IVIS10109C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Helmet,ATM Transaction,0d 0h 1m 43s
1.18547E+17,JFS-MH-Nanded 2,Entrance & Lobby,IVIS8289C2,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 27s
1.18547E+17,TSI-AB-Hyderabad-MLA Colony Banjara Hills Rd No 12,Lobby Camera 1,IVIS2705C1,TSI-AB,5/12/2019 10:36,Manual Wall,GUARD_TOUR,ATM Transaction,0d 0h 2m 49s
1.18547E+17,SBI-Lucknow-Gorakhpur-Luxmipur Branch,Lobby Camera 1,IVIS4285C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 37s
1.18547E+17,IDFC-BP-MH-Mum-Bandra Kurla Complex,ATM Lobby,IVIS5103C2,IDFC,5/12/2019 10:36,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 24s
1.18546E+17,IDFC-BP-TS-Hyd-Raj Bhavan Rd Somajiguda,ATM Lobby,IVIS8319C2,IDFC,5/12/2019 10:36,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 26s
1.18546E+17,IDFC-BP-KTK-Koramagala,ATM Lobby,IVIS6111C5,IDFC,5/12/2019 10:36,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 22s
1.18546E+17,SBI-Lucknow-Kanpur-City Club,Lobby,IVIS10153C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Helmet,Guard/Staff On Site,0d 0h 1m 49s
1.18546E+17,SBI-Lucknow-Kanpur-Ganga Vihar Colony,Lobby,IVIS10126C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 48s
1.18546E+17,SBI-Lucknow-Allahabad-Muratganj Branch,Lobby Camera 1,IVIS3653C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-Lucknow-Bareilly-Vrindavan Colony,Lobby,IVIS10068C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Helmet,ATM Transaction,0d 0h 1m 49s
1.18546E+17,BOB-AP-Vizag-Murali Nagar Onsite,Lobby,IVIS7218C1,BOB,5/12/2019 10:36,Team Member,ATM1 Vibration Sensor,False Activity,0d 0h 0m 27s
1.18546E+17,IDFC-BP-TN-Chennai-Alwarpet,Entrance & ATM Lobby,IVIS5731C6,IDFC,5/12/2019 10:36,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 15s
1.18546E+17,IDFC-BP-MH-Mum-Glamcent Chembur,Entrance-1,IVIS5099C2,IDFC,5/12/2019 10:36,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 13s
1.18546E+17,CBI-GJ-Surat-Gangadhara Branch,Lobby Camera 1,IVIS5679C1,CBI,5/12/2019 10:36,Team Member,Fire Smoke Sensor,False Activity,0d 0h 0m 15s
1.18546E+17,SBI-Lucknow-Bareilly-Vrindavan Colony,Lobby,IVIS10068C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Crowd,ATM Transaction,0d 0h 1m 50s
1.18546E+17,SBI-Lucknow-Bareilly-Nainital Drop Waip Fact,Lobby,IVIS10069C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Helmet,ATM Transaction,0d 0h 1m 39s
1.18546E+17,SBI-Amaravati-Rajahmundry-Syamala Theatre,Lobby Camera 1,IVIS4743C1,SBI-Amaravati,5/12/2019 10:36,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 14s
1.18546E+17,TSI-AB-Hyderabad-Anand Nagar Colony Khairatabad,Lobby Camera,IVIS5046C1,TSI-AB,5/12/2019 10:36,Team Member,Vibration_ATM2,ATM Transaction,0d 0h 0m 46s
1.18546E+17,JFS-KTK-Hubli-Devangere,GL Desk,IVIS8303C4,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 26s
1.18546E+17,JFS-MH-Solapur-Vidi Gharkul,Entrance & Lobby,IVIS8307C2,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 18s
1.18546E+17,SBI-AHMD Khanpur Post Office,Lobby Camera 2,IVIS2284C2,SBI-AHD,5/12/2019 10:36,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 17s
1.18546E+17,JFS-TN-Thanjavur-Arulanandha Nagar,Bank Entrance,IVIS8299C1,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18547E+17,SBI-Amaravati-Vijayawada-Ibrahimpatnam Circle,Lobby Camera 1,IVIS5068C1,SBI-Amaravati,5/12/2019 10:36,Team Member,Metal_Backdoor,False Activity,0d 0h 0m 23s
1.18546E+17,SBI-Lucknow-Allahabad-Narecha Branch,Lobby Camera 1,IVIS4100C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 44s
1.18546E+17,SBI-Amaravati-Hindupur-Teachers Colony,Lobby Camera 1,IVIS4712C1,SBI-Amaravati,5/12/2019 10:36,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 29s
1.18546E+17,SBI-AHMD-Rajkot-Nanamava Branch,Lobby Camera 2,IVIS3152C2,SBI-AHD,5/12/2019 10:36,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 29s
1.18546E+17,TSI-AB-Hyderabad-Rallaguda Rd Shamshabad,Lobby Camera 1,IVIS3190C1,TSI-AB,5/12/2019 10:36,Team Member,Plastic_ATM1_Door,ATM Transaction,0d 0h 0m 18s
1.18546E+17,JFS-TN-Madurai-Dindigul,Bank Lobby,IVIS8260C4,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18546E+17,SBI-Lucknow-Kanpur-Raj Press Road,Lobby,IVIS10117C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Loitering,ATM Transaction,0d 0h 1m 51s
1.18546E+17,TSI-AB-Hyderabad-Mallampet Branch,Lobby Camera 1,IVIS4185C1,TSI-AB,5/12/2019 10:36,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 52s
1.18546E+17,IDFC-BP-TN-Chennai-T Nagar,ATM Lobby,IVIS8343C4,IDFC,5/12/2019 10:36,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 39s
1.18546E+17,SBI-Mumbai-Amravati-Navsari,Lobby Camera 2,IVIS3779C2,SBI-MUMBAI,5/12/2019 10:36,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 35s
1.18546E+17,SBI-AHMD-Porbandar-Snel Road Ranavav,Lobby Camera 1,IVIS3800C1,SBI-AHD,5/12/2019 10:36,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 17s
1.18546E+17,ICICI-Guntur-Lakshmi Puram,Branch Entrance,IVISIB01C11,ICICI-POC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 46s
1.18546E+17,CBI-GJ-Vadodara-Makarpura Rd Onsite,Lobby Camera 1,IVIS8902C1,CBI,5/12/2019 10:35,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 20s
1.18546E+17,JFS-MH-Mumbai-Virar,Bank Teller & Bank Vault,IVIS5519C2,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18546E+17,CBI-GJ-Baroda-Angadh Branch,Lobby Camera 1,IVIS5774C1,CBI,5/12/2019 10:35,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 24s
1.18546E+17,IDFC-BP-MH-Thane Ram Maruti Road,ATM Lobby,IVIS8337C2,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 25s
1.18546E+17,IDFC-BP-MH-Thane,ATM Lobby,IVIS6092C2,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 19s
1.18546E+17,CBI-AP-VJA-Kankipadu Onsite,Lobby Camera 1,IVIS10371C1,CBI,5/12/2019 10:35,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Kanpur-Kali Pooja Crossing,Lobby,IVIS10093C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Helmet,ATM Transaction,0d 0h 1m 53s
1.18546E+17,SBI-Lucknow-Varanasi-Ramkatora,Lobby,IVIS10166C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 52s
1.18546E+17,IDFC-BP-TN-Egattur Siruseri Branch,ATM Lobby,IVIS8346C3,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 20s
1.18546E+17,ICICI-Guntur-Lakshmi Puram,ATM Lobby-1,IVISIB01C9,ICICI-POC,5/12/2019 10:35,Team Member,Camera Event,ATM Transaction,0d 0h 0m 47s
1.18546E+17,JFS-WB-Kolkata-Kadamtala,Bank Lobby,IVIS5580C4,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 23s
1.18546E+17,JFS-MP-Bhopal-Gwalior1,Lobby,IVIS5594C2,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 19s
1.18546E+17,JFS-WB-Kolkata-Kadamtala,Lobby,IVIS5580C1,JFS,5/12/2019 10:35,Manual Wall,Camera Event,Staff on site,0d 0h 0m 42s
1.18546E+17,IDFC-BP-KTK-Kalidas Road Mysore,ATM Lobby,IVIS5498C8,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 33s
1.18546E+17,JFS-MP-Bhopal-Pipariya,Main Entrance,IVIS5528C7,JFS,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 19s
1.18546E+17,JSFB-PB-Bathinda-Rampura Phul,Lobby,IVIS10703C5,JFS,5/12/2019 10:35,Manual Wall,Camera Event,Staff on site,0d 0h 0m 34s
1.18546E+17,IDFC-BP-TS-Hyd-Jubliee Hills Check Post,Teller-2,IVIS5497C3,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 29s
1.18546E+17,SBI-Lucknow-Mirzapur-Bawli Chouraha,Lobby,IVIS10184C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Loitering,ATM Transaction,0d 0h 1m 50s
1.18546E+17,SBI-Amaravati-Vizag-Meghadripeta,Lobby Camera 1,IVIS4809C1,SBI-Amaravati,5/12/2019 10:35,Team Member,Metal_Backdoor,ATM Transaction,0d 0h 0m 14s
1.18546E+17,SBI-AHMD ADB Bridge Vadodara,Lobby Camera 1,IVIS2870C1,SBI-AHD,5/12/2019 10:35,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 33s
1.18546E+17,SBI-Lucknow-Kanpur-Keshavpuram,Lobby,IVIS10159C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 25s
1.18546E+17,JFS-TN-Chennai-Redhills,Bank entrance,IVIS5602C2,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 21s
1.18546E+17,SBI-Lucknow-Kanpur-Gwaloti Subzi Mandi,Lobby,IVIS10149C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Helmet,Guard/Staff On Site,0d 0h 1m 53s
1.18546E+17,TSI-AB-Secunderabad-Diamond Point Branch,Lobby Camera 2,IVIS5618C2,TSI-AB,5/12/2019 10:35,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 30s
1.18546E+17,SBI-Lucknow-Faizabad-Naharbagh,Lobby Camera 1,IVIS3530C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 22s
1.18546E+17,JFS-WB-Kolkata-Kadamtala,Bank Teller,IVIS5580C2,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 30s
1.18546E+17,SBI-Lucknow-Sonebhadra-Swgatdwar,Lobby,IVIS10146C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Helmet,ATM Transaction,0d 0h 1m 47s
1.18546E+17,JFS-PB-Punjab-Patiala,Bank Teller & GL Vault,IVIS5581C2,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 31s
1.18546E+17,SBI-Lucknow-Kanpur-Gwaloti Subzi Mandi,Lobby,IVIS10149C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 26s
1.18546E+17,JFS-WB-Kolkata-Kadamtala,Branch Entrance,IVIS5580C3,JFS,5/12/2019 10:35,Manual Wall,Camera Event,Staff on site,0d 0h 0m 37s
1.18546E+17,BOB-MH-Mum-Walker Street Chira Bazar Offsite,Lobby,IVIS6161C1,BOB,5/12/2019 10:35,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 16s
1.18546E+17,SBI-Lucknow-Allahabad-Newkatra Beli Rd,Lobby,IVIS10122C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 49s
1.18546E+17,IDFC-BB-MP-Ratlam,Teller-1,IVIS5240C1,IDFC,5/12/2019 10:35,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 0m 49s
1.18546E+17,JFS-GJ-Ahmedabad-Ghatlodiya,Outdoor,IVIS5515C3,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 30s
1.18546E+17,IDFC-BB-MP-Ratlam,Shutter/Lobby,IVIS5240C2,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 31s
1.18546E+17,JFS-Delhi-Shahdara,Camera5,IVIS5509C5,JFS,5/12/2019 10:35,Team Member,Video Loss,False Activity,0d 0h 0m 13s
1.18546E+17,IDFC-BP-MH-Thane Ram Maruti Road,Strong Room,IVIS8337C6,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 33s
1.18546E+17,JFS-MH-Thane-Panchpakhdi,GL Desk,IVIS8290C4,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18546E+17,JFS-Delhi-Shahdara,Staff Area,IVIS5509C3,JFS,5/12/2019 10:35,Team Member,Video Loss,False Activity,0d 0h 0m 15s
1.18546E+17,BOB-JH-Jamshedpur-Jawahar Nagar Rd no-14 Offsite,Lobby,IVIS10392C1,BOB,5/12/2019 10:35,Team Member,Hood Sensor,False Activity,0d 0h 0m 15s
1.18546E+17,JFS-Delhi-Shahdara,Bank Teller & Bank Vault & GL Vault,IVIS5509C2,JFS,5/12/2019 10:35,Team Member,Video Loss,False Activity,0d 0h 0m 14s
1.18546E+17,JFS-OR-Odisha-Balasore,1st Floor Finance Section,IVIS5531C2,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 23s
1.18546E+17,SBI-Lucknow-Chaupatiya,Lobby,IVIS10115C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 54s
1.18546E+17,SBI-Lucknow-Moradabad-Mandi Chowk,Lobby,IVIS10091C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Crowd,ATM Transaction,0d 0h 1m 54s
1.18546E+17,BOB-PB-Patiala-Chhoti Baradari Onsite,Lobby,IVIS10207C1,BOB,5/12/2019 10:35,Team Member,Glass Break Sensor,Guard/Staff On Site,0d 0h 0m 27s
1.18546E+17,JFS-TN-Chennai-Hosur,GL Desk,IVIS8327C5,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 39s
1.18546E+17,IDFC-BP-Goa-Milroc Lar Menezes,Entrance,IVIS5628C4,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18546E+17,SBI-Lucknow-Balaganj Chauraha,Lobby,IVIS10109C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Crowd,ATM Transaction,0d 0h 1m 54s
1.18546E+17,JFS-TN-Chennai-Hosur,Bank Teller & Bank Vault,IVIS8327C4,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 34s
1.18546E+17,JFS-TN-Chennai-Hosur,Entrance,IVIS8327C1,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 30s
1.18546E+17,JFS-TN-Chennai-Hosur,Bank Lobby,IVIS8327C3,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,SBI-Lucknow-Kanpur-Keshavpuram,Lobby,IVIS10159C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 54s
1.18546E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Teller-1,IVIS8338C1,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 30s
1.18546E+17,IDFC-BP-UP-Noida Sector-18,ATM Lobby,IVIS6094C11,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 23s
1.18546E+17,SBI-Lucknow-Allahabad-Pura Dalelbagh Ambari,Lobby,IVIS10143C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 58s
1.18546E+17,SBI-Lucnkow-Varanasi-Pandey Haveli,Lobby,IVIS10139C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Glass Break Sensor,Guard/Staff On Site,0d 0h 0m 52s
1.18546E+17,BOB-PB-Jalandar Laily Complex Onsite,Lobby,IVIS7662C1,BOB,5/12/2019 10:35,Team Member,Hood Sensor,ATM Transaction,0d 0h 0m 38s
1.18546E+17,JFS-MH-Solapur-Asra Chowk,Lobby,IVIS5600C5,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 40s
1.18546E+17,JFS-WB-Kolkata-Bagnan,Bank Entrance,IVIS5576C5,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 37s
1.18546E+17,SBI-AHMD-Vadodara-Tulsidham Char rasta,Lobby Camera 2,IVIS3279C2,SBI-AHD,5/12/2019 10:35,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 19s
1.18546E+17,IDFC-BP-KTK-Sarjapur Road Bellandur Branch,ATM Lobby ,IVIS8341C1,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 31s
1.18546E+17,IDFC-BB-MP-Ratlam,Teller-2,IVIS5240C5,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 23s
1.18546E+17,SBI-Lucknow-Moti Nagar Charbagh,Lobby Camera 1,IVIS5003C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Metal_UPS,ATM Transaction,0d 0h 0m 16s
1.18546E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Main Entrance,IVIS8338C8,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 23s
1.18546E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Entrance & Lobby,IVIS8338C2,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,IDFC-BB-KTK-Makarvalli,Shutter/Lobby,IVIS7112C2,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 37s
1.18546E+17,JFS-MH-Nanded 2,Entrance & Lobby,IVIS8289C2,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 15s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:35,Team Member,Video Loss,Guard/Staff On Site,0d 0h 0m 14s
1.18546E+17,CBI-MP-Chhindwara-Betul-Chincholi Onsite,Lobby Camera ,IVIS5719C1,CBI,5/12/2019 10:35,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 25s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:35,Team Member,Plastic_ATM2_Door,False Activity,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Sonebhadra-Chunar Railway Station,Lobby,IVIS10141C1,SBI-Lucknow,5/12/2019 10:35,Team Member,Crowd,ATM Transaction,0d 0h 2m 6s
1.18546E+17,IDFC-BP-MH-Mumbai-Mulund,Entrance & Lobby,IVIS5542C8,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 26s
1.18546E+17,JFS-KTK-Bangalore-Banaswadi,Bank Teller & Bank Vault,IVIS8291C2,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 25s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:35,Team Member,Metal_UPS,False Activity,0d 0h 0m 11s
1.18546E+17,IDFC-BP-MH-Mumbai-Malad,ATM Lobby,IVIS8349C2,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 18s
1.18546E+17,IDFC-BP-KTK-Whitefields,ATM Lobby,IVIS6876C6,IDFC,5/12/2019 10:35,Team Member,Camera Event,ATM Transaction,0d 0h 1m 12s
1.18546E+17,IDFC-BP-UP-Noida Sector-18,ATM Lobby-1,IVIS6094C1,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 15s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:35,Team Member,Plastic_ATM2_Door,False Activity,0d 0h 0m 27s
1.18546E+17,TSI-AB-Hyderabad-Ring Road Branch Karmanghat,Lobby Camera 1,IVIS4191C1,TSI-AB,5/12/2019 10:35,Manual Wall,Smoke,No threat perceived,0d 0h 3m 17s
