1.18546E+17,CBI-MH-Nagpur-Umred Onsite,Lobby Camera 1,IVIS10515C1,CBI,5/12/2019 10:31,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 29s
1.18546E+17,IDFC-BP-KTK-Koramagala,ATM Lobby,IVIS6111C5,IDFC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 25s
1.18546E+17,SBI-Lucknow-Allahabad-Pura Dalelbagh Ambari,Lobby,IVIS10143C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 44s
1.18546E+17,SBI-Lucknow-Sonebhadra-Chunar Railway Station,Lobby,IVIS10141C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Helmet,ATM Transaction,0d 0h 2m 21s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:31,Team Member,Plastic_ATM2_Door,False Activity,0d 0h 0m 46s
1.18546E+17,JSFB-PB-Bathinda-Rampura Phul,Lobby,IVIS10703C5,JFS,5/12/2019 10:31,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 35s
1.18546E+17,SBI-Lucknow-Allahabad-Kushwaha Bhawan,Lobby,IVIS10167C1,SBI-Lucknow,5/12/2019 10:31,Manual Wall,Backdoor Sensor,Slow Site/Not Playing,0d 0h 7m 10s
1.18546E+17,SBI-HYD-Sec-Lalapet,Lobby Camera 2,IVIS4791C2,SBI-HYD,5/12/2019 10:31,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 32s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:31,Team Member,Metal_UPS,False Activity,0d 0h 0m 49s
1.18546E+17,SBI-Lucknow-Allahabad-Om Gayatri Nagar Salor,Lobby,IVIS10132C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Loitering,ATM Transaction,0d 0h 2m 20s
1.18546E+17,BOB-MH-Mum-Mira Rd Shanti Nagar Offsite,Lobby,IVIS6458C1,BOB,5/12/2019 10:31,Team Member,Backdoor Sensor,ATM Transaction,0d 0h 0m 58s
1.18546E+17,JFS-KTK-Bangalore-Banaswadi,Bank Teller & Bank Vault,IVIS8291C2,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 16s
1.18546E+17,IDFC-BP-MH-Mumbai-Malad,ATM Lobby,IVIS8349C2,IDFC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff On Site,0d 0h 2m 28s
1.18546E+17,JFS-PB-Punjab-Bathinda,Entrance & Lobby,IVIS8836C2,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 37s
1.18546E+17,JFS-MH-Aurangabad 2-Baba Petrol Pump,Lobby,IVIS5563C3,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 33s
1.18546E+17,SBI-Lucknow-Sonebhadra-Doodhi Branch,Lobby,IVIS10148C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Helmet,ATM Transaction,0d 0h 0m 30s
1.18546E+17,IDFC-BP-KTK-Whitefields,ATM Lobby,IVIS6876C6,IDFC,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 32s
1.18546E+17,CBI-GJ-Vadodara-Jitodia P O Onsite,Lobby Camera 1,IVIS8907C1,CBI,5/12/2019 10:31,Team Member,ATM1 Vibration Sensor,False Activity,0d 0h 0m 24s
1.18546E+17,JFS-TN-Madurai-Dindigul,Bank Lobby,IVIS8260C4,JFS,5/12/2019 10:31,Manual Wall,Camera Event,No threat perceived,0d 0h 2m 10s
1.18546E+17,BOB-RJ-Bikaner-Jubilee Chambers Offsite,Lobby,IVIS7946C1,BOB,5/12/2019 10:31,Team Member,Hood Sensor,ATM Transaction,0d 0h 0m 15s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam11,IVISC001C4,CBI-POC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 13s
1.18546E+17,SBI-Lucknow-Mirzapur-Bawli Chouraha,Lobby,IVIS10184C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Crowd,ATM Transaction,0d 0h 2m 21s
1.18546E+17,SBI-Lucknow-Kanpur-Barra Sabji Mandi,Lobby,IVIS10102C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 54s
1.18546E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Entrance & Lobby,IVIS8338C2,IDFC,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 38s
1.18546E+17,IDFC-BP-MH-Mumbai-Andheri East-Everest Chambers,Strong Room,IVIS6091C6,IDFC,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 27s
1.18546E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Main Entrance,IVIS8338C8,IDFC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 23s
1.18546E+17,SBI-Lucknow-Odean Cinema Cantt,Lobby,IVIS10098C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Crowd,ATM Transaction,0d 0h 2m 25s
1.18546E+17,IDFC-BB-MP-Ratlam,Teller-2,IVIS5240C5,IDFC,5/12/2019 10:30,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 1m 7s
1.18546E+17,IDFC-BP-GJ-Ahmedabad-Sun Square Complex Ground Floor-1,Entrance,IVIS8336C5,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 33s
1.18546E+17,IDFC-BP-MH-Mum-D N Road,Teller-1,IVIS5102C4,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 24s
1.18546E+17,SBI-Lucknow-Kanpur-Ganga Vihar Colony,Lobby,IVIS10126C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Helmet,ATM Transaction,0d 0h 2m 24s
1.18546E+17,IDFC-BP-MH-Thane,ATM Lobby,IVIS6092C2,IDFC,5/12/2019 10:30,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 50s
1.18546E+17,OBC-KTK-Bangalore-Sagar Apollo Hospital Offsite,Lobby,IVIS11051C1,OBC,5/12/2019 10:30,Manual Wall,Backdoor Sensor,Guard Service,0d 0h 5m 59s
1.18546E+17,JFS-CG-Raigarh-Dhimrapur Road,Shutter/ATM Lobby,IVIS5545C4,JFS,5/12/2019 10:30,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 17s
1.18546E+17,OBC-PDY-Karaikal-Pragara Street Offsite,Lobby,IVIS11025C1,OBC,5/12/2019 10:30,Manual Wall,Glass Break Sensor,No threat perceived,0d 0h 6m 45s
1.18546E+17,OBC-KTK-Bangalore-Sagar Apollo Hospital Offsite,Lobby,IVIS11051C1,OBC,5/12/2019 10:30,Manual Wall,Glass Break Sensor,Guard Service,0d 0h 5m 58s
1.18546E+17,SBI-Lucknow-Mall Godown,Lobby,IVIS10105C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Helmet,Guard/Staff On Site,0d 0h 2m 28s
1.18546E+17,IDFC-BP-KTK-Kalidas Road Mysore,ATM Lobby,IVIS5498C8,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 38s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:30,Team Member,Video Loss,False Activity,0d 0h 0m 18s
1.18546E+17,SBI-AHMD-Rajkot-Station Road Dhoraji,Lobby Camera 2,IVIS3494C2,SBI-AHD,5/12/2019 10:30,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 25s
1.18546E+17,SBI-Lucknow-Odean Cinema Cantt,Lobby,IVIS10098C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Helmet,ATM Transaction,0d 0h 2m 49s
1.18546E+17,IDFC-BP-MH-Mum-Bandra Kurla Complex,Bank Lobby,IVIS5103C3,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 1m 1s
1.18546E+17,SBI-Mumbai-Yavatmal-Umersa Theenfoto Chowk,Lobby Camera 1,IVIS3801C1,SBI-MUMBAI,5/12/2019 10:30,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 53s
1.18546E+17,IDFC-BP-MH-Mum-Bandra Kurla Complex,ATM Lobby,IVIS5103C2,IDFC,5/12/2019 10:30,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 39s
1.18546E+17,UBI-HP-Una-Mehatpur Main Branch,Lobby Camera 1,IVIS5382C1,UBI,5/12/2019 10:30,Manual Wall,Smoke Sensor,ATM Transaction,0d 0h 1m 16s
1.18546E+17,IDFC-BP-MH-Mum-Siddhi Vinayak Temple Prabhadevi,ATM Lobby,IVIS5100C3,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 33s
1.18546E+17,JFS-MP-Bhopal-Pipariya,Main Entrance,IVIS5528C7,JFS,5/12/2019 10:30,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 20s
1.18546E+17,SBI-Bhopal-Bhavani Tower Narela,Lobby Camera 1,IVIS2952C1,SBI-Bhopal,5/12/2019 10:30,Team Member,Vibration_ATM2,False Activity,0d 0h 0m 26s
1.18546E+17,SBI-Lucknow-Bareilly-84 Ghanta Mandir,Lobby,IVIS10100C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Loitering,ATM Transaction,0d 0h 2m 27s
1.18546E+17,JFS-MH-Pune-Kalewadi,Entrance Hall,IVIS8287C4,JFS,5/12/2019 10:30,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 42s
1.18546E+17,JFS-MP-Bhopal-Pipariya,ATM Lobby,IVIS5528C8,JFS,5/12/2019 10:30,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 23s
1.18546E+17,SBI-Chennai-Salem Cherry Road,Lobby Camera 2,IVIS3199C2,SBI-CHE,5/12/2019 10:30,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 59s
1.18546E+17,IDFC-BP-TN-Egattur Siruseri Branch,ATM Lobby,IVIS8346C3,IDFC,5/12/2019 10:30,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 46s
1.18546E+17,SBI-Mumbai-Saki Vihar Rd Andheri East,Lobby Camera 1,IVIS2654C1,SBI-MUMBAI,5/12/2019 10:30,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 43s
1.18546E+17,JFS-MH-Mumbai-Virar,Bank Teller & Bank Vault,IVIS5519C2,JFS,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 19s
1.18546E+17,JFS-WB-Kolkata-Kadamtala,Gold & Bank Vault,IVIS5580C7,JFS,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 16s
1.18546E+17,SBI-Lucknow-Moradabad-KGK Homeo Medical,Lobby,IVIS10010C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 30s
1.18546E+17,BOB-RJ-Jaipur-Triveni Nagar Gopalpura School Offsite,Lobby,IVIS6770C1,BOB,5/12/2019 10:30,Team Member,PIR Sensor,ATM Transaction,0d 0h 1m 0s
1.18546E+17,SBI-Chennai-Medavakkam,Lobby Camera 1,IVIS3146C1,SBI-CHE,5/12/2019 10:30,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 46s
1.18546E+17,SBI-AHMD Khanpur Post Office,Lobby Camera 2,IVIS2284C2,SBI-AHD,5/12/2019 10:30,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 17s
1.18546E+17,TSI-AB Boduppal Bus Depot Peerzadiguda,Lobby Camera 1,IVIS2684C1,TSI-AB,5/12/2019 10:30,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 34s
1.18546E+17,TSI-AB Moosarambagh,Lobby Camera 2,IVIS2687C2,TSI-AB,5/12/2019 10:30,Manual Wall,GUARD_TOUR,ATM Transaction,0d 0h 0m 27s
1.18546E+17,JSFB-SK-Gangtok-Hotel Central Point,Entrance,IVIS11091C3,JFS,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,JSFB-Bihar-Patna-Machuatoli,Entrance & Lobby,IVIS10705C6,JFS,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 21s
1.18546E+17,SBI-HYD-Warangal Bhupalpally Manju Nagar,Lobby Camera 1,IVIS3166C1,SBI-HYD,5/12/2019 10:30,Team Member,GUARD_TOUR,False Activity,0d 0h 0m 20s
1.18546E+17,TSI-AB-Hyderabad-Balanagar X Roads,Lobby Camera 1,IVIS2624C1,TSI-AB,5/12/2019 10:30,Team Member,Metal_UPS,False Activity,0d 0h 0m 12s
1.18546E+17,BOB-UP-Ghaziabad-Shahibabad Shani Chowk Offsite,Pinhole,IVIS7173C2,BOB,5/12/2019 10:30,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 34s
1.18546E+17,JFS-MP-Bhopal-Gwalior1,Lobby,IVIS5594C2,JFS,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18546E+17,TSI-AB-Hyderabad-Bapuji Nagar IOCL Pump,Lobby Camera 2,IVIS3095C2,TSI-AB,5/12/2019 10:30,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 43s
1.18546E+17,CBI-MP-JBP-Shahdol Jaitpur Branch,Lobby,IVIS5822C1,CBI,5/12/2019 10:30,Team Member,Fire Smoke Sensor,False Activity,0d 0h 0m 24s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam2,IVISC001C10,CBI-POC,5/12/2019 10:30,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Varanasi-Ramkatora,Lobby,IVIS10166C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Crowd,ATM Transaction,0d 0h 2m 35s
1.18546E+17,IDFC-BP-KTK-Kamanhalli Kalyan Nagar,ATM Lobby,IVIS8333C3,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 47s
1.18546E+17,IDFC-BB-KTK-Muchandi,Shutter/Lobby,IVIS5125C1,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 43s
1.18546E+17,IDFC-BP-TS-Hyd-Gachibowli,Teller-2,IVIS8342C5,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 43s
1.18546E+17,SBI-Lucknow-Mirzapur-Bawli Chouraha,Lobby,IVIS10184C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Helmet,ATM Transaction,0d 0h 2m 38s
1.18546E+17,IDFC-BP-MH-Mum-Borivali,ATM Lobby,IVIS8339C2,IDFC,5/12/2019 10:30,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 42s
1.18546E+17,SBI-Chennai-Thavittu Santhi Madurai,Lobby,IVIS1536C1,SBI-CHE,5/12/2019 10:30,Team Member,Vibration_ATM2,ATM Transaction,0d 0h 0m 27s
1.18546E+17,JFS-MH-Nanded 2,Entrance & Lobby,IVIS8289C2,JFS,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam15,IVISC001C8,CBI-POC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 21s
1.18546E+17,IDFC-BP-MH-Mum-Vashi Goodwill Excellency,Teller-1,IVIS5098C1,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 44s
1.18546E+17,TSI-AB-Bobbili-Main Road,Lobby Camera 1,IVIS4213C1,TSI-AB,5/12/2019 10:30,Manual Wall,Smoke,ATM Transaction,0d 0h 0m 30s
1.18546E+17,IDFC-BP-Goa-Milroc Lar Menezes,Entrance,IVIS5628C4,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 33s
1.18546E+17,BOB-RJ-Tonk-Jhillai Onsite,Lobby,IVIS8756C1,BOB,5/12/2019 10:30,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 36s
1.18546E+17,SBI-Lucknow-Bareilly-Kishore Bazar,Lobby,IVIS10067C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Crowd,ATM Transaction,0d 0h 2m 43s
1.18546E+17,SBI-HYD-Karmanghat,Lobby,IVIS10046C1,SBI-HYD,5/12/2019 10:30,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 23s
1.18546E+17,JSFB-JH-Hazaribagh-Indrapuri Chowk,Entrance,IVIS10711C1,JFS,5/12/2019 10:30,Manual Wall,Camera Event,No threat perceived,0d 0h 2m 43s
1.18546E+17,SBI-Lucknow-Moradabad-Khushalpur,Lobby,IVIS10097C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 45s
1.18546E+17,ICICI-Guntur-Lakshmi Puram,Branch Entrance,IVISIB01C11,ICICI-POC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,JFS-PB-Punjab-Bathinda,Entrance & Lobby,IVIS8836C2,JFS,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,BOB-RJ-Jaipur-Kanota Bus Stand Offsite,Lobby,IVIS6761C1,BOB,5/12/2019 10:30,Team Member,Backdoor Sensor,ATM Transaction,0d 0h 1m 8s
1.18546E+17,SBI-Lucknow-Allahabad-Muratganj Branch,Lobby Camera 1,IVIS3653C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 27s
1.18546E+17,IDFC-BP-GJ-Ahmedabad-Sun Square Complex Ground Floor-1,Entrance,IVIS8336C5,IDFC,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 40s
1.18546E+17,IDFC-BP-KTK-Mangalore,ATM Lobby,IVIS6110C1,IDFC,5/12/2019 10:30,Manual Wall,Camera Event,No threat perceived,0d 0h 0m 59s
1.18546E+17,IDFC-BP-TN-Chennai-Alwarpet,Entrance & ATM Lobby,IVIS5731C6,IDFC,5/12/2019 10:30,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 51s
1.18546E+17,SBI-Lucknow-Varanasi-Chetganj,Lobby,IVIS10175C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 33s
1.18546E+17,JFS-WB-Singur,Strong Room,IVIS8314C2,JFS,5/12/2019 10:30,Manual Wall,Camera Event,No threat perceived,0d 0h 2m 39s
1.18546E+17,SBI-Lucknow-Allahabad-Narecha Branch,Lobby Camera 1,IVIS4100C1,SBI-Lucknow,5/12/2019 10:30,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 38s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam9,IVISC001C2,CBI-POC,5/12/2019 10:30,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 29s
1.18546E+17,BOB-TN-Tirupur-Pethapampatti V G Bldng Onsite,Backroom,IVIS6849C3,BOB,5/12/2019 10:30,Team Member,Video Loss,ATM Transaction,0d 0h 0m 34s
1.18546E+17,JFS-MH-Mumbai-Virar,Bank Teller & Bank Vault,IVIS5519C2,JFS,5/12/2019 10:30,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18546E+17,JFS-CG-Raigarh-Dhimrapur Road,Entrance,IVIS5545C5,JFS,5/12/2019 10:30,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 15s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:29,Team Member,Video Loss,Guard/Staff On Site,0d 0h 0m 14s
1.18546E+17,UBI-HP-Solan-Manpura PO,Lobby Camera 1,IVIS5412C1,UBI,5/12/2019 10:29,Team Member,Smoke Sensor,False Activity,0d 0h 0m 12s
1.18546E+17,SBI-Lucknow-Moradabad-Samrat Ashoknagar,Lobby,IVIS10082C1,SBI-Lucknow,5/12/2019 10:29,Team Member,Loitering,ATM Transaction,0d 0h 3m 1s
1.18546E+17,JFS-WB-Kolkata-Thakurpukur,Entrance,IVIS5607C5,JFS,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 23s
1.18546E+17,JFS-MH-Auranagabad-Latur 2,Entrance & Lobby,IVIS8275C3,JFS,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-Lucknow-Kanpur-Pali Chouraha,Lobby Camera 1,IVIS3796C1,SBI-Lucknow,5/12/2019 10:29,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 16s
1.18546E+17,SBI-Chennai-Thavittu Santhi Madurai,Lobby,IVIS1536C1,SBI-CHE,5/12/2019 10:29,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 59s
1.18546E+17,SBI-Bhopal-Bilaspur-Ashok Nagar,Lobby Camera 1,IVIS4474C1,SBI-Bhopal,5/12/2019 10:29,Team Member,Smoke,ATM Transaction,0d 0h 0m 17s
1.18546E+17,SBI-Lucknow-Allahabad-Newkatra Beli Rd,Lobby,IVIS10122C1,SBI-Lucknow,5/12/2019 10:29,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 51s
1.18546E+17,SBI-Chennai-Thavittu Santhi Madurai,Lobby,IVIS1536C1,SBI-CHE,5/12/2019 10:29,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 20s
1.18546E+17,SBI-AHMD-Vadodara-Tulsidham Char rasta,Lobby Camera 1,IVIS3279C1,SBI-AHD,5/12/2019 10:29,Team Member,Plastic_ATM1_Door,False Activity,0d 0h 0m 16s
1.18546E+17,TSI-AB NH5 Bharath Petrol Bunk Gajuwaka,Lobby Camera 1,IVIS4377C1,TSI-AB,5/12/2019 10:29,Manual Wall,Vibration_Front_glass,ATM Transaction,0d 0h 0m 59s
1.18546E+17,JFS-TN-Madurai-Nagercoil,Bank Lobby-2,IVIS8277C4,JFS,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18546E+17,BOB-MH-Thane-Nerul Sector - I Twins Bldng Onsite,Lobby,IVIS6440C1,BOB,5/12/2019 10:29,Team Member,Backdoor Sensor,ATM Transaction,0d 0h 0m 32s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:29,Team Member,Video Loss,Guard/Staff On Site,0d 0h 0m 25s
1.18546E+17,SBI-Lucknow-Kanpur-Raj Press Road,Lobby,IVIS10117C1,SBI-Lucknow,5/12/2019 10:29,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 57s
1.18546E+17,JFS-MH-Pune-Nigadi,GL Desk,IVIS8272C5,JFS,5/12/2019 10:29,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 12s
1.18546E+17,SBI-Amaravati-Rajahmundry-Syamala Theatre,Lobby Camera 1,IVIS4743C1,SBI-Amaravati,5/12/2019 10:29,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 48s
1.18546E+17,SBI-Lucknow-Varanasi-Babatpur Branch,Lobby Camera 1,IVIS4250C1,SBI-Lucknow,5/12/2019 10:29,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 26s
1.18546E+17,CBI-GJ-Surat-Gangadhara Branch,Lobby Camera 1,IVIS5679C1,CBI,5/12/2019 10:29,Team Member,Fire Smoke Sensor,False Activity,0d 0h 0m 14s
1.18546E+17,JFS-MH-Mumbai-Virar,GL Desk,IVIS5519C4,JFS,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 36s
1.18546E+17,IDFC-BP-TS-Hyd-Jubliee Hills Check Post,Teller-2,IVIS5497C3,IDFC,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 16s
1.18546E+17,SBI-Lucknow-Kanpur-Trimurthi Mandir,Lobby,IVIS10130C1,SBI-Lucknow,5/12/2019 10:29,Team Member,Helmet,ATM Transaction,0d 0h 3m 7s
1.18546E+17,SBI-HYD-RTC X Road,Lobby,IVIS10041C1,SBI-HYD,5/12/2019 10:29,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 1m 49s
1.18546E+17,SBI-HYD-Jagtial New Bus Stand,Lobby Camera 1,IVIS3127C1,SBI-HYD,5/12/2019 10:29,Team Member,Metal_Backdoor,False Activity,0d 0h 0m 37s
1.18546E+17,BOB-TS-Hyd-Dilsukhnagar Offsite,Pinhole,IVIS7072C2,BOB,5/12/2019 10:29,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 23s
1.18546E+17,CBI-MP-GWL-Sikander Kampoo Branch,Lobby Camera,IVIS5766C1,CBI,5/12/2019 10:29,Team Member,Fire Smoke Sensor,ATM Transaction,0d 0h 0m 25s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam11,IVISC001C4,CBI-POC,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 19s
1.18546E+17,SBI-Lucnkow-Varanasi-Pandey Haveli,Lobby,IVIS10139C1,SBI-Lucknow,5/12/2019 10:29,Team Member,Loitering,ATM Transaction,0d 0h 3m 8s
1.18546E+17,TSI-AB-Hyderabad-Bible House,Lobby Camera 1,IVIS2683C1,TSI-AB,5/12/2019 10:29,Manual Wall,GUARD_TOUR,No threat perceived,0d 0h 1m 34s
1.18546E+17,TSI-AB Shanthinagar Vizag,Lobby Camera 1,IVIS2682C1,TSI-AB,5/12/2019 10:29,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 16s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam10,IVISC001C3,CBI-POC,5/12/2019 10:29,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 16s
1.18546E+17,SBI-Lucknow-Balaganj Chauraha,Lobby,IVIS10109C1,SBI-Lucknow,5/12/2019 10:29,Team Member,Helmet,ATM Transaction,0d 0h 3m 3s
1.18546E+17,IDFC-BB-MP-Ratlam,Teller-1,IVIS5240C1,IDFC,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-Bhopal-Burhanpur-Hotel Retreat,Lobby Camera 1,IVIS3336C1,SBI-Bhopal,5/12/2019 10:29,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 12s
1.18546E+17,IDFC-BP-TS-Hyd-Raj Bhavan Rd Somajiguda,ATM Lobby,IVIS8319C2,IDFC,5/12/2019 10:29,Team Member,Camera Event,ATM Transaction,0d 0h 0m 36s
1.18546E+17,IDFC-BP-MH-Mum-Glamcent Chembur,Entrance-1,IVIS5099C2,IDFC,5/12/2019 10:29,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 14s
1.18546E+17,JSFB-MP-Bhopal-Sonagiri Sec-A,GL Desk,IVIS10697C2,JFS,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,SBI-Lucknow-Somiyanagar,Lobby Camera 2,IVIS3187C2,SBI-Lucknow,5/12/2019 10:29,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 36s
1.18546E+17,IDFC-BB-MP-Ratlam,Shutter/Lobby,IVIS5240C2,IDFC,5/12/2019 10:29,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 1m 28s
1.18546E+17,JFS-MH-Thane-Panchpakhdi,GL Desk,IVIS8290C4,JFS,5/12/2019 10:29,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18546E+17,ICICI-Guntur-Lakshmi Puram,ATM Lobby-1,IVISIB01C9,ICICI-POC,5/12/2019 10:29,Team Member,Camera Event,ATM Transaction,0d 0h 0m 31s
